Date,month,day,year,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,State,Country,Summary
10/30/1945,10,30,1945,19:15,"Chihchiang, China",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46A-CK,43-47228,299,50,45,0,Chihchiang,China,Crashed and burned on takeoff striking a hill.  Possible engine failure or overloading.
11-01-1945,11,1,1945,15:30,"Herrenalb, Germany",Military - U.S. Army Air Forces,,,Douglas C-47A-DK,42-93041,12909,30,26,0,Herrenalb,Germany,The crew descended through low overcast to obtain their position.  Followed an river and crashed into wooded mountainside.  Navigator error in not informing the pilot of high terrain.
11-03-1945,11,3,1945,02:00,"Near Chuka, India",Military - U.S. Army Air Forces,,Chabua - Karachi,Douglas C-54G,45528A,,44,44,0,NearChuka,India,Crashed into the Himalaysas and burned while en route.
01-09-1946,1,9,1946,,"Changchun, China",Military - Chinese Air Force,,,Douglas C-47,,,18,18,0,Changchun,China,
03/17/1946,3,17,1946,,"Near Nanking, China",Military - Chinese Air Force,,Shanghai - Nanking,,,,20,20,0,NearNanking,China,Crashed into mountainous terrain in low visibility while en route.
03/18/1946,3,18,1946,,"Between Chungking and Shanghai, China",China National Aviation Corporation,,Chunking - Shanghai,,139,,,,,BetweenChungkingandShanghai,China,Disappeared while en route. Plane never located.
03/23/1946,3,23,1946,,"Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,,Karachi - Australia,Avro 691 Lancastrian 1,G-AGLX,1178,10,10,0,Ceylon,IndianOcean,Disappeared between Ceylon and the Cocos Islands while en route. Aircraft owned by BOAC and operated by both airlines on Sydney-London services (BOAC crews operated London-Karachi and Qantas crews Karachi-Sydney).
04-08-1946,4,8,1946,,"Near Shensi, China",,,Shensi - Yenan,,,,14,14,0,NearShensi,China,
07/13/1946,7,13,1946,,"Tsinan, China",Central Air Transport,,,Curtiss C-46,,,49,13,0,Tsinan,China,The aircraft crashed 1 mile from the airfiend shortly after takeoff due to engine failure.
08-09-1946,8,9,1946,,"Lakehurst, New Jersey",AtlantiCentral Airlines,,AtlantiCity - Newark,Lockheed 18-56 Lodestar,,,6,4,0,Lakehurst,NewJersey,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
08/24/1946,8,24,1946,,"Cairo, Egypt",Misrair,,,Avro Anson,SU-ADJ,1272,9,6,0,Cairo,Egypt,Crashed and caught fire.
09-07-1946,9,7,1946,,"Nome, Alaska",Mt. McKinley Airfreight,,,Douglas C-47A,,,4,4,0,Nome,Alaska,The cargo plane went off course and struck a fog covered mountain as it circled to land.
09/20/1946,9,20,1946,,"Lochi Mountain, China",China National Aviation Corporation,,,,,,31,31,0,LochiMountain,China,"Crashed into a 14,000 ft. mountain."
09/27/1946,9,27,1946,,"Rio Doce, Brazil",Panair do Brasil,,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25,25,0,RioDoce,Brazil,Crashed into a mountainside north of Rio de Janerio.
10/17/1946,10,17,1946,,"Near Chitral, India",Military - Royal Air Force,,,Douglas C-47B,KN236,15659/27104,11,11,0,NearChitral,India,"Struck an 11,000 ft. mountain."
10/23/1946,10,23,1946,,"Gebel Kalamoun, Egypt",Socotra,,Paris - Cairo,Junkers JU-52/3m,F-BCHD,AAC311,24,1,0,GebelKalamoun,Egypt,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.
12/23/1946,12,23,1946,,"Near Rio de Janeiro, Brazil",FAMA (Argentina),,London - Buenos Aires.,Avro  685 York I,LV-XIG,1365,21,21,0,NearRiodeJaneiro,Brazil,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport."
12/25/1946,12,25,1946,,"Lunghwa, Shanghai, China",China National Aviation Corporation,,,"Curtiss C-46, C-47, DC-3",115,,,87,4,Lunghwa,China,Various accidents involving three aircraft unable to land in dense fog and a ground collision involving a fourth plane led to 91 deaths.
12/28/1946,12,28,1946,09:19,"Michigan City, Indiana",American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21,2,0,MichiganCity,Indiana,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
01-03-1947,1,3,1947,,"Sao Paulo, Brazil",Panair do Brasil,,,Sikorsky S-43B (flying boat),PP-PBN,4315,14,11,0,SaoPaulo,Brazil,Crashed into the Solimoes extension of the Amazon river.
01-05-1947,1,5,1947,20:00,"Carmel, New Jersey",Nationwide Air Transport,,Miami - Raleigh - Washington,Douglas DC-3,N50046,34373,23,3,0,Carmel,NewJersey,"The aircraft diverted from Washington to Millville because of heavy traffiin the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau  to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight."
01-05-1947,1,5,1947,,"Tsingtao, China",China National Aviation Corporation,,Shanghai - Tsingtao,Douglas DC-4,XT-T51,,38,38,0,Tsingtao,China,Crashed into  a mountain while on approach.
01-11-1947,1,11,1947,,"Off Laoag, China",Far Eastern Air Transport,,Shanghai - Manila,Douglas DC-4 (C-54A-DO),PI-C100,3106,42,7,0,OffLaoag,China,The plane ditched into the PacifiOcean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
01/25/1947,1,25,1947,,"Chongqing, China",China National Aviation Corporation,,Canton - Chungking - Hong Kong,Douglas DC-3,,,19,19,0,Chongqing,China,Crashed into mountains 120 miles south of Chunking.
01/28/1947,1,28,1947,,"Near Hankow, China",China National Aviation Corporation,,Shanghai - Hankow - Chungking,Curtiss C-46,,,26,25,0,NearHankow,China,Crashed while en route about 30 minutes after takeoff.
02/21/1947,2,21,1947,16:00,"Chungking, China",Military - Chinese Air Force,,Sichang - Chungking,Douglas C-47,,,21,21,0,Chungking,China,Crashed while attempting to land. Ran into heavy icing. One wing broke off.
02/26/1947,2,26,1947,,"China Sea, PacifiOcean",Military - Royal Air Force,,Singapore - Siagon,Douglas C-47B,KK120,15129/26574,12,12,0,ChinaSea,PacifiOcean,Disappeared while en route.
05-11-1947,5,11,1947,09:39,"Delaware Bay, New Jersey",Trans Continental and Western Air,,Training,Lockheed L-049 Constellation,NC86508,2029,4,4,0,DelawareBay,NewJersey,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined."
07/31/1947,7,31,1947,,"Near Yumen, China",Military - Chinese Air Force,,Tihua - Lanzhou,Douglas C-47,,,26,26,0,NearYumen,China,Disappeared while en route.
10/26/1947,10,26,1947,13:45,"Annette Island, Alaska",Pan American World Airways,923,Seattle - Juneau,Douglas DC-4A,NC88920,10317,18,18,0,AnnetteIsland,Alaska,The aircraft crashed into Tamgas Mountain after abandoning an approach to Annette Island because of extreme turbulence and radioing its intentions to proceed to Juneau. Possible severe turbulence or icing. Official cause unknown. The aircraft was named Clipper Talisman II.
10/31/1947,10,31,1947,,"Srinagar, India",Military - Royal Indian Air Force,,,Douglas C-47B,M1965,,25,25,0,Srinagar,India,
11/27/1947,11,27,1947,,"Yakutat, Alaska",Columbia Air Cargo,,Anchorage - Yakutat,Douglas DC-3,NC95486,6065,13,13,0,Yakutat,Alaska,Crashed into trees while on approach to Yakutat. Failure to follow the approved instrument approach procedures while making an initial approach at an altitude insufficient to clear trees along the flight path.
12/23/1947,12,23,1947,,"Kunming, China",Air Transport,,,Short  S-29 Stirling V,OO-XAC,,30,25,0,Kunming,China,
12/27/1947,12,27,1947,,"Korangi Creek, India",Air India,,Karachi - Bombay,Douglas DC-3 (C-47),VT-AUG,4175,23,23,0,KorangiCreek,India,"The aircraft lost control and crashed just after taking off. The captain losing control in conditions of poor visibility, resulted in the aircraft flying into the ground. The loss of control was most likely caused by  inadequate illumination of the flying instruments due to faults in the lighting system.  Decision to take off in poor weather conditions and faulty lighting system."
01/20/1948,1,20,1948,,"Near Mukden, China",China National Aviation Corporation,,,Curtiss C-46,,,11,3,0,NearMukden,China,"The heavily loaded plane rose 50 ft. into the air, nosed down and crashed in a snowstorm"
02-12-1948,2,12,1948,,"Ubrichstein, Germany",Det Danske Luftfartselskab,,Giessen - Bad Homberg,Douglas DC-3,OY-DCI,7330,21,12,0,Ubrichstein,Germany,Crashed while on approach to Frankfurt.
02/27/1948,2,27,1948,,"Near Belem, Brazil",Military - Brazilian Air Force,,"Rio de Janerio, Brazil - Cayenne, French Guianan",Douglas C-47,C-47-2040,,26,23,0,NearBelem,Brazil,"The plane, carrying Brazilian service personnel and their dependents crashed and burned while en route."
03-12-1948,3,12,1948,21:14,"Mt. Sanford, Alaska",Northwest Orient Airlines,4422,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),NC95422,35966/DO360,30,30,0,Mt.Sanford,Alaska,"On a charter flight from Lunghwa Airport, Shanghai to La Guardia Airport, New York the plane crashed into the western slope of Mt. Sanford at an altitude of 11,000 feet after taking off from Anchorage, Alaska. Pilot's failure to see Mt. Sanford due to obscuring clouds or aurora borealis while flying a course off the airway."
03/13/1948,3,13,1948,,"Sierra Cristais, Brazil",Cruzeiro,,,Douglas DC-3,PP-CBX,11658,6,6,0,SierraCristais,Brazil,Struck the Sierra Cristais.
04-05-1948,4,5,1948,,"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,,,Vickers Viking 1B & Soviet YAK-3 fighter,G-AIVP,229,15,15,0,NearBerlin,Germany,"The aircraft was circling Gatow in preparation for landing when the DC-3 collided head on with the Russian Air Force Yakovlev 3 fighter, which was performing aerobatics. A total of 14 killed on the Vickers Viking and one on the YAK fighter. The collision was caused by the action of the Yak fighter's pilot, which was in disregard of the accepted rules of flying."
07-07-1948,7,7,1948,,"Djiring, French Indo-China",Aigle Azur,,Saigon - Da Lat,Douglas DC-3,F-BCYP,9158,16,16,0,Djiring,FrenchIndo-China,Crashed into mountains 50 miles southwest of Da Lat.
07/14/1948,7,14,1948,,"Belem, Brazil",Aerovias Brasil,,,Douglas C-47A,PP-AVO,19113,5,5,0,Belem,Brazil,The cargo plane lost control and crashed shortly after leaving the runway. The pilot did not apply the procedure recommended by the airline and attempted to make a turn after takeoff below the specified altitude of 100 meters.
07/29/1948,7,29,1948,,"Tsingtao, China",Civil Air Transport,,,Curtiss C-46D-20-CU,XT-822,22355,24,19,0,Tsingtao,China,Crashed during a landing attempt.
11-04-1948,11,4,1948,05:44,"Cape Spencer, Alaska",PacifiAlaska Air Freight,,Yakutat - Annette,Douglas DC-3,N66637,11800,17,17,0,CapeSpencer,Alaska,Lost contact with the aircraft after the crew reported passing Cape Spencer. The wreckage was never found.  Cause undetermined.
12-05-1948,12,5,1948,,"Kiangwan, China",Central Air Transport,,,Curtiss C-46,XT-538,,40,9,0,Kiangwan,China,"Overshot runway, crashed and burned."
01-05-1949,1,5,1949,,"Caravelas Bay, Brazil",British South American Airways,,,Avro 685 York 1,G-AHEX,1301,17,3,0,CaravelasBay,Brazil,"A blown tire during takeoff led to damage to the landing gear, engine and oil line. Lack of oil caused loss of the engine and the crew was not able to feather the prop. This led to overspeeding and an engine fire. The plane made a spiral descent and crashed to the ground."
01-11-1949,1,11,1949,,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,PP-SAC,,12,12,0,NearPelotas,Brazil,The aircraft crashed shortly after taking off. Engine failure due to fuel contamination.
01/15/1949,1,15,1949,,"Ras-el-Tin, Egypt",Pan African Air Charter,,,Douglas C-54 Skymaster,ZS-AYB,19584,30,30,0,Ras-el-Tin,Egypt,Ditched in a lagoon.
01/16/1949,1,16,1949,,"Balihal Pass, India",Dalmia Jain Airways,,,Douglas DC-3,VT-CDZ,14145/25590,13,13,0,BalihalPass,India,
01/20/1949,1,20,1949,20:05,"Homer, Alaska",Alaska Airlines,8,Homer - Anchorage,Douglas DC-3C,N91006,20208,6,5,0,Homer,Alaska,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain."
03/15/1949,3,15,1949,,"Berlin, Germany",Skyways,,,Avro 685 York I,G-AHFI,1316,3,3,0,Berlin,Germany,The cargo plane crashed while attempting to land.
06-07-1949,6,7,1949,14:00,"Near Florianpolis, Brazil",Military - Brazilian Air Force,,Florianpolis - Porto Alegre,Douglas C-47B,C-47-2023,,27,27,0,NearFlorianpolis,Brazil,The aircraft crashed into a mountain shortly after taking off from Florianpolis.
07-12-1949,7,12,1949,03:50,"Near Bombay, India",KLM Royal Dutch Airlines,,Delhi - Bombay,Lockheed L-749-79-33 Constellation,PH-TDF,2558,45,45,0,NearBombay,India,"While circling in a blinding monsoon rainstorm, the aircraft crashed into 674 ft. high Ghatkopar hill, 3 miles ENE of the airport. Crew error. Pilots decision to land in weather below prescribed minimums in an area he was not familiar with."
07/30/1949,7,30,1949,10:45,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,557,New York City - Wilmington,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,N19963/BU72887,2260 /,16,16,0,Chesterfield,NewJersey,"Midair collision with a US Navy F-6F.  The F-6F was buzzing a small private aircraft which was cruising below the DC-3. The F-6F had pulled up into a climbing turn and collided with the DC-3. All fifteen killed on the DC-3, and one on the F-6F. Reckless conduct of the Navy pilot in performing aerobatimaneuvers on a civil airway."
08-02-1949,8,2,1949,11:30,"Jaquirana, Brazil",Varig,,Sao Paulo - Porto Alegre,Curtiss C-46D-10-CU,PP-VBI,33100,36,5,0,Jaquirana,Brazil,"Twenty minutes before arriving a Porto Alegre, a fire was discovered in cargo hold 'G.'  The pilot executed an emergency descent while the crew tried to extinguish the flames to no avail. As the plane attempted to land, the panicking passengers rushed to the front of the plane to escape the flames causing the center of gravity to change, resulting in a hard landing. The cause of the fire in the hold 'G' was not determined."
08-03-1949,8,3,1949,,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,,,Douglas DC-3,PP-AJB,9971,30,5,0,SaoFranciscoBay,Brazil,Both the No. 1 and No. 2 propellers detached in flight which led to the crew ditching the plane close to shore.
12-01-1949,12,1,1949,,"Taquaracucu, Brazil",REAL,,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),PP-YPM,4241,22,20,0,Taquaracucu,Brazil,Crashed into a mountainside while circling to land. Crew error. Lack of flight discipline.  Poor decision by Chief of Operations in allowing the aircraft to continue flight in poor weather conditions.
12-09-1949,12,9,1949,,"Near Lanchow, China",Civil Air Transport,,,Curtiss C-46D-CU,XT-820,22354,38,38,0,NearLanchow,China,
12-10-1949,12,10,1949,,"Near Hoikow, China",Civil Air Transport,,Chengdu - Hoikow,Curtiss C-46D-CU,XT-814,22347,40,17,0,NearHoikow,China,"Crashed on the outskirts of Hoikow, Hainan Island."
04-05-1950,4,5,1950,,"Hatiara, India",Deccan Airways,,,Douglas C-47A,VT-CJD,12826,3,3,0,Hatiara,India,The cargo plane lost an engine on takeoff and attempted an emergency return but crashed. Overloaded.
05/27/1950,5,27,1950,17:30,"Teterboro, New Jersey",Regina Cargo Airlines,,,Curtiss C-46F-1-CU,N9406H,22582,2,1,0,Teterboro,NewJersey,The cargo plane lost an engine on takeoff and crashed. Overloading of the aircraft due to faulty loading and dispatch procedures coupled with engine malfunctioning due to inadequate maintenance.
05/30/1950,5,30,1950,,"Near Iheus, Brazil",Aerovias Brasil,,Victoria - Salvador,Douglas DC-3,PP-AVZ,9156,15,13,0,NearIheus,Brazil,"During descent into dense cumulonimbus  clouds, severe turbulence was encountered which caused displacement of freight that led to an uncontrolled dive which resulted in the wings separating from the fuselage. Structural failure due to severe turbulence during a thunderstorm. Pilots decision to descend without clearing the turbulent area of weather."
07/17/1950,7,17,1950,,"Near Patharkot, India",Indian National Airlines,,Delhi - Sringagar,Douglas DC-3,VT-ATS,20359,22,22,0,NearPatharkot,India,The left wing separated from the plane in extreme turbulence from a thunderstorm.
07/28/1950,7,28,1950,,"Porte Alegre, Brazil",Panair do Brasil,,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,PP-PCG,2962,50,50,0,PorteAlegre,Brazil,The aircraft flew into power lines during a landing attempt after running out of fuel while in a holding pattern.
08/31/1950,8,31,1950,00:03,"Near Wadi Natrun, Egypt",Trans World Airlines,903,Cairo - Rome,Lockheed 749A Constellation,N6004C,2636,55,55,0,NearWadiNatrun,Egypt,"While en route from Cairo to Rome, witnesses observed the aircraft on fire. After turning back toward Cairo, it crashed and burned. Failure of the rear master rod bearing in the No. 3 engine that led to an uncontrollable fire. The aircraft was named 'Star of Maryland.'"
12/13/1950,12,13,1950,,"Katagiri, India",Air India,,,Douglas DC-3,VT-CFK,14604/2604,21,21,0,Katagiri,India,Flew into a mountain due to a navigational error.
12/13/1950,12,13,1950,,"Londrina, Brazil",VASP,,,Douglas DC-3,PP-SPT,20543,9,9,3,Londrina,Brazil,The aircraft crashed after losing its No. 1 engine on takeoff. Engine failure during takeoff. Pilot error. Short takeoff procedure used on an airfield where such a maneuver was not necessary.
03/22/1951,3,22,1951,,"Off Florianopolis, Brazil",Cruzeiro,,,Douglas DC-3,PP-CCX,7341,14,3,0,OffFlorianopolis,Brazil,The No. 2 engine failed on a go-around in reduced visibility and rain and the aircraft crashed into the ocean.
04/28/1951,4,28,1951,19:32,"Fort Wayne, Indiana",United Air Lines,129,Cleveland - Fort Wayne - South Bend - Chicago,Douglas DC-3,N16088,1927,11,11,0,FortWayne,Indiana,The aircraft crashed after being caught in a squall line with 65-85 mph winds and heavy rain. Windshear. The severe downdraft encountered which caused the aircraft to strike the ground in a near level attitude.
